Lemma	Senses	Freq
in the first place	2	2
note	5	15
desperately	1	1
wickedness	1	1
penal	1	1
privilege	1	1
for anything	1	2
crazy	1	1
walk	4	12
shaped	1	1
I	1	1
straight	3	4
notice	1	3
at one time	1	1
first of all	1	4
lie in	1	1
re-marriage	1	1
same	4	13
beauty	1	1
even	4	21
attribute	1	1
rim	1	1
wife	1	18
conscience	1	1
gate	1	2
glare	2	2
line	4	7
stand	5	15
chamber	2	7
knowledge	1	7
stone	1	1
crisis	1	1
gloomy	1	1
awaken	1	2
sigh	1	1
sleeper	1	2
sweet	1	1
freely	1	2
association	2	3
slipper	1	1
length	2	2
rest	4	5
escort	1	1
change	4	4
invaluable	1	1
report	1	1
char	1	1
problem	2	4
engagement	1	1
snake	1	3
sir	1	11
post	1	1
recognise	1	1
angry	1	1
noose	1	1
folks	1	1
hope	3	5
narrative	1	2
groan	1	1
noise	1	1
crouch	1	1
bright	2	3
throw out	2	2
look at	1	4
marry	1	9
fatal	3	4
abreast	1	1
go into	2	2
front door	1	1
practical joke	1	1
wearing away	1	2
shortly	3	3
heavily	3	5
deceased	1	1
endless	1	1
terror	2	6
permission	1	3
porticoed	1	1
vessel	1	1
fiercely	1	1
control	1	1
wear away	1	2
gentleman	1	9
penalty	1	1
eagerly	1	1
respectively	1	1
jack-in-office	1	1
to the full	1	1
think of	2	2
wheel	1	1
development	1	1
scene	1	1
rack	1	1
professional	2	6
mark	4	8
masonry	1	1
none	2	8
drunkard	1	1
heelless	1	1
another	2	9
prevent	2	4
hear	4	38
mingle	1	1
alas	1	1
howl	1	1
fang	1	1
cause	6	11
happen	3	9
coming	1	1
examine	2	13
choice	1	1
gang	1	1
saucer	1	3
company	1	1
her	2	137
at last	1	7
dark	4	11
dependent upon	1	1
perpetrate	1	1
trial	1	1
splinter	1	1
killing	1	1
bear	2	2
creak	1	1
suspect	1	1
breach	1	1
discover	2	2
boss	1	1
shouting	1	1
doctor	1	16
few	1	17
den	1	1
ride	1	1
mystery	1	4
every night	1	3
in darkness	1	3
work out	2	3
have the drop on someone	1	1
span	1	1
stand for	2	4
contain	1	3
bend	2	4
arrangement	1	1
frieze	1	1
hurry	1	3
suffer	1	2
seldom	1	2
swing	1	1
native	1	1
forefinger	1	1
sentence	2	6
descend	1	2
parapet	1	1
door	3	31
eastern	1	1
lean against	1	1
encompass	1	1
establish	2	2
colour	1	1
make	15	39
sure	2	9
sternly	1	1
it	1	322
climbing	1	1
manor-house	1	1
thoughtful	1	1
money	2	6
no doubt	1	5
hieroglyphics	1	3
cruel	1	1
good deal	1	1
thought	3	5
go back	1	2
Constabulary	1	1
sleep	2	12
possess	1	2
bell-	1	1
weary	1	3
senseless	1	1
really	3	6
get to	2	3
beard	1	1
glance over	1	1
pound	2	6
me	1	118
in a low voice	1	1
attempt	1	1
admire	1	1
exactly	2	2
intimate	2	4
d	1	2
country doctor	1	2
from	1	1
registry	1	1
beat	2	2
whine	1	1
ever	3	9
fire	6	13
noon	1	1
imperturbably	1	1
cheetah	1	6
go over	1	1
hide	2	2
1	3	30
grow	1	2
progress	1	2
roar	1	1
you	3	277
ray of light	1	1
rub out	1	1
jut out	1	1
very much	1	4
construct	1	1
world	3	3
prank	1	1
go to	2	8
questioned	1	1
trick	1	1
element	1	1
ah	1	7
half a dozen	1	1
restless	1	1
a little	1	5
train	2	10
major-general	1	1
befall	1	1
date	1	1
resentment	1	1
record	3	4
take effect	1	1
Surely	1	1
successive	1	1
impress	2	2
saxon	1	1
difficult	1	2
unconscious	1	1
up here	1	1
settle	1	1
probable	1	3
deed	1	2
pick up	1	2
fasten	3	7
avert	2	2
devote	2	3
surround	2	2
come upon	1	1
slight	1	1
important	2	8
begin	3	6
overcome	1	1
in love	1	1
grave	2	2
life	4	17
last week	1	2
instead	1	1
straggle	1	1
thank	1	1
lean	2	3
bring up	1	1
reputation	1	1
unsatisfied	1	1
perfectly	1	3
chance	2	3
dare	1	1
at present	1	1
soft	1	1
surrey	1	3
slowly	1	5
importance	1	2
father	1	1
or so	1	1
swift	1	1
in fact	1	1
hiss	1	1
sorry	1	1
park	2	2
our	1	59
particularly	1	2
convince	1	1
class	1	1
inspection	1	2
annual	1	1
swarm	1	1
talk	2	3
suicide	1	1
mixture	1	1
subject	1	1
sharp	1	1
mania	1	1
thumb	1	3
whoever	1	1
reparation	1	1
fact	2	10
mostly	1	1
rapidly	1	5
heir	1	1
seize	2	3
fold	2	2
blow	3	3
example	1	1
cheerily	1	1
ejaculation	1	1
servant	1	6
surface	1	1
flag	1	3
sharp-eyed	1	1
go to bed	1	1
tall	1	3
knock	1	1
after	2	12
addition	2	2
startling	1	1
marine	1	1
powder	1	6
partly	1	1
go away	1	2
share	3	3
still	3	7
large	2	6
get away	2	3
sort	1	2
love	3	6
found	1	1
errand	1	1
approaching	1	1
trust	2	2
clamp	1	2
for the moment	1	1
conversation	1	1
course	2	2
know	8	43
foot	2	8
engage	3	4
somehow	1	1
a good deal	1	1
herself	1	4
rascal	1	2
pride	1	1
moustache	1	1
bitter	1	1
crop	1	1
liberty	2	2
ally	1	1
absurdly	1	2
fail	1	1
affect	1	1
farmer	1	2
agent	1	1
twitch	1	1
dimly	2	2
kindness	1	1
dog-cart	1	4
concern	2	3
c	1	1
beloved	1	1
whisper	1	3
suggest	2	6
shelter	1	1
pedestal	1	1
at once	1	9
faint	2	2
midway	2	2
bulky	1	1
ring	2	4
workman	1	1
investment	1	1
fain	1	1
leaf	1	3
dummy	2	3
in return	1	1
present	5	6
product	1	1
fleshless	1	1
spring	4	9
forbid	1	1
task	2	2
such as	1	1
answerable	1	1
blaze	1	1
amiable	1	1
bribe	1	1
continually	1	1
recover	2	4
shout	1	1
wing	1	7
inference	1	2
covered	1	1
proud	1	1
smoke	2	3
turn over	1	1
frankly	1	2
disturb	1	2
purpose	2	3
band	3	14
only when	1	1
residence	1	1
law	1	1
clean-shaven	1	1
sake	1	2
us	1	36
proof	2	2
study	3	10
immediately	1	2
drive up	1	2
why	3	13
every week	1	1
though	1	5
consign	1	1
learn	3	3
reptile	1	1
intense	1	1
come back	2	2
once more	1	4
pitch black	1	1
helpless	1	1
acquaintance	2	2
bedroom	1	6
gasp	1	1
proceed	3	4
impossible	2	5
except	1	1
on end	1	1
estate	2	3
windowed	1	1
spring up	1	1
average	1	1
old-fashioned	1	2
therefore	2	6
beam of light	1	1
accept	2	3
lane	1	1
almost	1	6
rush out	1	1
hoarse	1	3
investigate	1	2
wherever	1	1
loom	1	1
distribute	1	1
western	1	1
court	1	1
vicar	1	1
previous	1	1
inflict	1	1
sky	1	2
silent	2	5
incident	1	4
round	7	13
attend to	1	1
slit	1	1
tropics	1	1
twist	1	1
branch	1	1
justice	1	2
quarrel	1	2
sudden	1	6
four o'clock	1	1
loathe	1	1
regular	1	1
stone-work	1	1
young	2	4
think	7	46
stoke moran	1	3
depth	2	7
sketch	2	2
handcuff	1	2
shoulder	1	5
moist	1	1
violence	2	3
insist	1	1
intimate thought	1	1
provision	1	1
contraction	1	1
intrusion	1	1
pay	3	4
kindly	1	3
inexplicable	1	1
by no means	1	2
aid	2	3
unknown	2	2
averse	1	1
absurd	1	5
test-tube	1	2
inclose	1	1
foot-path	1	1
brow	2	4
mutter	1	1
chest of drawers	1	1
american	2	8
administration	1	1
bird of prey	1	1
big	1	1
follow	10	13
chase	1	1
shutter	1	9
pour	1	2
such	3	16
fleecy	1	1
tightly	1	1
ceiling	1	2
wonder	1	1
half	2	6
soul	2	2
breathe	1	1
unravel	1	1
hurl	1	2
form	6	9
trample	1	1
child	1	5
blossom	1	1
turn down	1	1
laugh at	1	1
Mrs.	1	1
let	3	8
test	2	2
rain	1	1
inhabit	1	2
modern	2	2
sunlight	1	1
security	2	2
breakfast	2	3
earnestness	1	1
' 83	1	1
local	1	2
church	1	1
night-bird	1	1
chair	1	12
hell	2	12
clumsily	1	1
panama hat	1	1
pain	2	2
road	1	2
so	10	78
fortnight	1	2
crawl	1	4
coffee	1	1
eight	2	2
content	2	5
dog	2	3
indefinite	1	1
wax	1	1
age	1	1
furnish	2	2
look back	1	1
extremely	1	1
use	5	19
on that	1	1
danger	1	6
alight	1	1
anticipate	1	1
fringe	1	1
mitigate	1	1
hang	4	6
one	5	67
diamond	1	1
mean	4	9
absolutely	2	2
fly	2	6
pass through	1	6
course of action	1	1
merely	1	2
undoubtedly	1	2
passion	2	2
stair	1	2
brute	1	1
occupant	1	3
sample	1	1
confide	1	1
explain	1	7
satisfy	2	3
supply	1	1
horse	1	1
sway	2	2
shut up	1	1
never	1	19
attach	1	1
unapproachable	1	1
allusion	1	5
building	2	6
reason	4	6
clinch	1	1
seed	1	1
reveal	1	1
bare	1	1
story	2	5
stroll	1	2
do well	1	2
tone	2	2
run over	1	1
odd	1	1
get off	1	1
garden	1	5
introduce	1	1
confidence	4	5
naked	1	1
arson	1	1
excuse	3	3
unhappily	1	1
fumes	1	1
curious	2	5
complex	1	1
help	3	11
interest	3	6
drawing-room	1	2
depend	2	3
hundred	1	1
dig	1	1
insure	1	2
english	2	3
station-master	1	1
ungrateful	1	1
picture	2	3
irregular	1	1
design	1	1
nothing	2	26
no	5	65
devil	1	1
ventilator	1	15
oil	1	1
induce	1	1
latter	1	2
threaten	2	5
belong to	1	1
fear	3	13
every	2	21
gloom	1	1
murmur	1	1
5	2	5
all the way	1	1
fulfil	1	1
apparently	1	1
finally	3	5
hold up	1	1
glad	2	2
play	4	5
aunt	1	3
forgive	1	1
put	5	18
chin	1	4
deprive	1	1
suggestive	1	1
jay	1	1
ankle	1	1
vision	1	1
forearm	1	1
station	1	3
gray	1	2
contemplate	1	1
whence	1	1
crash	1	1
wisely	1	1
elaborate	1	1
seventy	1	1
air	4	5
analysis	1	1
widespread	1	1
trivial	1	1
stamp	2	2
colored	1	1
anxiety	1	2
even as	1	1
bristle	1	2
well	9	23
folk	1	1
professor	1	1
mention	2	3
cab	1	4
allude	1	1
hasten	1	1
face	4	27
wounded	1	2
meadow	1	1
nod	2	3
retriever	1	1
uncontrollable	1	1
get down	1	2
minute	2	9
imprint	1	1
afterwards	1	5
horror-stricken	1	1
coincidence	1	1
misfortune	1	1
horrible	1	4
determined	1	1
state	1	3
swell	1	1
patient	1	1
cipher	1	1
sinister	2	3
london	1	5
story-teller	1	1
kettle	1	1
cripple	1	1
aback	1	1
justify	1	1
fill	2	4
careful	1	1
these	2	26
cheek	1	1
defray	1	1
actually	1	2
string	1	2
awake	1	1
discreet	1	1
foolish	1	1
blood	1	9
stop	3	4
go far	1	1
west	2	2
time of year	1	1
trifling	1	1
front	3	7
guard	1	1
flourish	1	1
simply	1	2
essential	1	2
inch	1	1
implore	1	2
apparent	1	1
connection	1	3
shut	2	4
start	4	8
look like	1	1
most	2	19
cry out	1	2
assize	1	1
yourself	1	8
hook	1	1
moon	1	1
fearful	1	1
revolve	1	1
fashion	1	5
often	1	2
broaden	1	1
veil	2	3
dependent	1	1
dim	1	2
sufficient	1	1
send	2	6
principal	1	1
roof-tree	1	1
weigh	1	1
occur	3	9
property	1	1
dispel	1	1
mouth	1	2
direction	4	7
livid	1	1
all-comprehensive	1	1
mistaken	1	1
ant	1	1
one-twenty	1	1
die away	1	1
keen	2	3
print	2	2
ashamed	1	1
move	3	9
ruin	2	2
remove	2	2
erect	1	1
lift	1	1
gallows	1	1
camp-bed	1	1
safety	1	1
fellow	3	10
cover	3	3
meanwhile	1	3
draught	1	2
handkerchief	1	1
ancestral	1	1
norfolk	1	2
gold	1	1
however	4	20
harm	2	3
strength	2	4
imprudence	1	1
five	1	2
clear up	1	1
prove	3	7
whistle	2	11
on earth	1	1
window-sills	1	1
Roylott	1	2
closely	1	1
century	1	2
quarter	1	3
cold	4	4
sleepy	1	1
waken	1	1
combine	1	1
couple	3	5
someone	1	3
unusual	1	4
unnecessary	1	1
tangible	1	1
lid	1	1
at all	1	1
lower	1	1
escape	5	7
wicker-work	1	1
might	1	1
maybe	1	2
top	3	4
screen	1	1
break away	1	1
either	1	2
varied	1	1
blind	1	1
lotus	2	9
touch	1	3
whose	1	2
sift	1	1
lake	2	13
cable	2	2
rule	2	2
Wilton carpet	1	1
matter	3	17
premature	1	1
8	1	1
hold back	1	1
passage	1	2
spin	2	2
recall	2	3
stolid	1	1
obstacle	1	1
sadness	1	1
frame in	1	1
four	1	2
disappear	1	1
compliance	1	1
shine	4	5
purely	1	1
surroundings	1	2
murder	1	3
deal	1	1
starting-point	1	2
evident	1	1
web	1	1
earth	2	2
something	1	10
ahead	1	1
early days	1	1
vacancy	1	1
match	2	5
burn	3	3
look forward	1	1
america	1	3
pressing	1	1
price	1	2
glance	2	5
spend	2	5
long	6	25
refusal	1	1
mrs.	1	14
wed	1	1
telegram	1	3
grope for	1	1
go on	3	3
live in	1	1
communicate	2	4
blacksmith	1	1
n	1	2
book	2	2
break into	1	2
angrily	1	1
a	1	3
roughly	1	1
fix	2	2
bell-rope	1	1
steam	2	2
dr.	1	22
soil	2	2
myself	1	13
make someone's acquaintance	1	1
drawer	1	2
neighbourhood	2	4
date from	1	1
flat	1	1
hour	3	12
especially	1	2
check book	1	1
manage	1	1
untimely	1	1
sitting-room	1	5
least	2	2
excite	1	1
housekeeper	1	2
spell	1	1
arm's length	1	1
marking	1	3
